Year,State,Contingent/ PDRM District,Type of Crime,Number of Crime
2016,Sarawak,Lubok Antu,Murder,0
2016,Sarawak,Lubok Antu,Rape,0
2016,Sarawak,Lubok Antu,Robbery,1
2016,Sarawak,Lubok Antu,Causing injury,5
2016,Sarawak,Lundu,Murder,0
2016,Sarawak,Lundu,Rape,1
2016,Sarawak,Lundu,Robbery,8
2016,Sarawak,Lundu,Causing injury,6
2016,Sarawak,Marudi,Murder,1
2016,Sarawak,Marudi,Rape,4
2016,Sarawak,Marudi,Robbery,1
2016,Sarawak,Marudi,Causing injury,20
2016,Sarawak,Matu Daro ,Murder,1
2016,Sarawak,Matu Daro ,Rape,3
2016,Sarawak,Matu Daro ,Robbery,1
2016,Sarawak,Matu Daro ,Causing injury,3
2016,Sarawak,Meradong,Murder,0
2016,Sarawak,Meradong,Rape,1
2016,Sarawak,Meradong,Robbery,3
2016,Sarawak,Meradong,Causing injury,3
2016,Sarawak,Miri,Murder,2
2016,Sarawak,Miri,Rape,18
2016,Sarawak,Miri,Robbery,83
2016,Sarawak,Miri,Causing injury,84
2016,Sarawak,Mukah,Murder,2
2016,Sarawak,Mukah,Rape,3
2016,Sarawak,Mukah,Robbery,6
2016,Sarawak,Mukah,Causing injury,6
2016,Sarawak,Padawan,Murder,2
2016,Sarawak,Padawan,Rape,19
2016,Sarawak,Padawan,Robbery,55
2016,Sarawak,Padawan,Causing injury,29
2016,Sarawak,Saratok,Murder,0
2016,Sarawak,Saratok,Rape,0
2016,Sarawak,Saratok,Robbery,0
2016,Sarawak,Saratok,Causing injury,1
2016,Sarawak,Sarikei,Murder,0
2016,Sarawak,Sarikei,Rape,3
2016,Sarawak,Sarikei,Robbery,7
2016,Sarawak,Sarikei,Causing injury,16
2016,Sarawak,Serian,Murder,0
2016,Sarawak,Serian,Rape,2
2016,Sarawak,Serian,Robbery,7
2016,Sarawak,Serian,Causing injury,10
2016,Sarawak,Sibu,Murder,7
2016,Sarawak,Sibu,Rape,12
2016,Sarawak,Sibu,Robbery,28
2016,Sarawak,Sibu,Causing injury,57
2016,Sarawak,Simunjan,Murder,0
2016,Sarawak,Simunjan,Rape,4
2016,Sarawak,Simunjan,Robbery,1
2016,Sarawak,Simunjan,Causing injury,2
2016,Sarawak,Song,Murder,0
2016,Sarawak,Song,Rape,1
2016,Sarawak,Song,Robbery,1
2016,Sarawak,Song,Causing injury,1
2016,Sarawak,Sri Aman,Murder,0
2016,Sarawak,Sri Aman,Rape,2
2016,Sarawak,Sri Aman,Robbery,2
2016,Sarawak,Sri Aman,Causing injury,5
2016,Sarawak,Tatau,Murder,1
2016,Sarawak,Tatau,Rape,2
2016,Sarawak,Tatau,Robbery,0
2016,Sarawak,Tatau,Causing injury,2
2016,Selangor,Ampang Jaya ,Murder,5
2016,Selangor,Ampang Jaya ,Rape,30
2016,Selangor,Ampang Jaya ,Robbery,454
2016,Selangor,Ampang Jaya ,Causing injury,66
2016,Selangor,Gombak,Murder,11
2016,Selangor,Gombak,Rape,39
2016,Selangor,Gombak,Robbery,663
2016,Selangor,Gombak,Causing injury,141
2016,Selangor,Hulu Selangor,Murder,5
2016,Selangor,Hulu Selangor,Rape,18
2016,Selangor,Hulu Selangor,Robbery,47
2016,Selangor,Hulu Selangor,Causing injury,18
2016,Selangor,Kajang,Murder,11
2016,Selangor,Kajang,Rape,24
2016,Selangor,Kajang,Robbery,529
2016,Selangor,Kajang,Causing injury,137
2016,Selangor,Klang Selatan,Murder,13
2016,Selangor,Klang Selatan,Rape,37
2016,Selangor,Klang Selatan,Robbery,460
2016,Selangor,Klang Selatan,Causing injury,160
2016,Selangor,Klang Utara,Murder,13
2016,Selangor,Klang Utara,Rape,17
2016,Selangor,Klang Utara,Robbery,319
2016,Selangor,Klang Utara,Causing injury,90
2016,Selangor,Kuala Langat,Murder,6
2016,Selangor,Kuala Langat,Rape,8
2016,Selangor,Kuala Langat,Robbery,87
2016,Selangor,Kuala Langat,Causing injury,57
2016,Selangor,Kuala Selangor,Murder,3
2016,Selangor,Kuala Selangor,Rape,18
2016,Selangor,Kuala Selangor,Robbery,83
2016,Selangor,Kuala Selangor,Causing injury,24
2016,Selangor,Petaling Jaya,Murder,9
2016,Selangor,Petaling Jaya,Rape,19
2016,Selangor,Petaling Jaya,Robbery,1020
2016,Selangor,Petaling Jaya,Causing injury,256
2016,Selangor,Sabak Bernam,Murder,3
2016,Selangor,Sabak Bernam,Rape,10
2016,Selangor,Sabak Bernam,Robbery,24
2016,Selangor,Sabak Bernam,Causing injury,30
2016,Selangor,Sepang,Murder,5
2016,Selangor,Sepang,Rape,18
2016,Selangor,Sepang,Robbery,155
2016,Selangor,Sepang,Causing injury,80
2016,Selangor,Serdang,Murder,3
2016,Selangor,Serdang,Rape,13
2016,Selangor,Serdang,Robbery,362
2016,Selangor,Serdang,Causing injury,55
2016,Selangor,Sg. Buloh,Murder,4
2016,Selangor,Sg. Buloh,Rape,20
2016,Selangor,Sg. Buloh,Robbery,238
2016,Selangor,Sg. Buloh,Causing injury,44
2016,Selangor,Shah Alam,Murder,8
2016,Selangor,Shah Alam,Rape,7
2016,Selangor,Shah Alam,Robbery,217
2016,Selangor,Shah Alam,Causing injury,48
2016,Selangor,Subang Jaya,Murder,6
2016,Selangor,Subang Jaya,Rape,27
2016,Selangor,Subang Jaya,Robbery,283
2016,Selangor,Subang Jaya,Causing injury,54
2016,Terengganu,Besut,Murder,1
2016,Terengganu,Besut,Rape,13
2016,Terengganu,Besut,Robbery,25
2016,Terengganu,Besut,Causing injury,48
2016,Terengganu,Dungun,Murder,3
2016,Terengganu,Dungun,Rape,12
2016,Terengganu,Dungun,Robbery,29
2016,Terengganu,Dungun,Causing injury,39
2016,Terengganu,Hulu Terengganu,Murder,0
2016,Terengganu,Hulu Terengganu,Rape,5
2016,Terengganu,Hulu Terengganu,Robbery,9
2016,Terengganu,Hulu Terengganu,Causing injury,12
2016,Terengganu,Kemaman,Murder,4
2016,Terengganu,Kemaman,Rape,14
2016,Terengganu,Kemaman,Robbery,25
2016,Terengganu,Kemaman,Causing injury,12
2016,Terengganu,Kuala Terengganu,Murder,1
2016,Terengganu,Kuala Terengganu,Rape,16
2016,Terengganu,Kuala Terengganu,Robbery,46
2016,Terengganu,Kuala Terengganu,Causing injury,36
2016,Terengganu,Marang,Murder,1
2016,Terengganu,Marang,Rape,16
2016,Terengganu,Marang,Robbery,12
2016,Terengganu,Marang,Causing injury,14
2016,Terengganu,Setiu,Murder,1
2016,Terengganu,Setiu,Rape,5
2016,Terengganu,Setiu,Robbery,2
2016,Terengganu,Setiu,Causing injury,6
2016,W.P. Kuala Lumpur,Brickfields ,Murder,6
2016,W.P. Kuala Lumpur,Brickfields ,Rape,13
2016,W.P. Kuala Lumpur,Brickfields ,Robbery,536
2016,W.P. Kuala Lumpur,Brickfields ,Causing injury,54
2016,W.P. Kuala Lumpur,Cheras ,Murder,7
2016,W.P. Kuala Lumpur,Cheras ,Rape,8
2016,W.P. Kuala Lumpur,Cheras ,Robbery,354
2016,W.P. Kuala Lumpur,Cheras ,Causing injury,89
2016,W.P. Kuala Lumpur,Dang Wangi ,Murder,6
2016,W.P. Kuala Lumpur,Dang Wangi ,Rape,25
2016,W.P. Kuala Lumpur,Dang Wangi ,Robbery,829
2016,W.P. Kuala Lumpur,Dang Wangi ,Causing injury,201
2016,W.P. Kuala Lumpur,Sentul ,Murder,14
2016,W.P. Kuala Lumpur,Sentul ,Rape,24
2016,W.P. Kuala Lumpur,Sentul ,Robbery,15
2016,W.P. Kuala Lumpur,Sentul ,Causing injury,175
2016,W.P. Kuala Lumpur,Wangsa Maju ,Murder,7
2016,W.P. Kuala Lumpur,Wangsa Maju ,Rape,18
2016,W.P. Kuala Lumpur,Wangsa Maju ,Robbery,700
2016,W.P. Kuala Lumpur,Wangsa Maju ,Causing injury,120
2016,W.P. Putrajaya ,W.P. Putrajaya ,Murder,1
2016,W.P. Putrajaya ,W.P. Putrajaya ,Rape,5
2016,W.P. Putrajaya ,W.P. Putrajaya ,Robbery,565
2016,W.P. Putrajaya ,W.P. Putrajaya ,Causing injury,4
2017,Johor,Batu Pahat,Murder,0
2017,Johor,Batu Pahat,Rape,23
2017,Johor,Batu Pahat,Robbery,59
2017,Johor,Batu Pahat,Causing injury,41
2017,Johor,Iskandar Puteri,Murder,4
2017,Johor,Iskandar Puteri,Rape,9
2017,Johor,Iskandar Puteri,Robbery,128
2017,Johor,Iskandar Puteri,Causing injury,54
2017,Johor,Johor Bahru Selatan,Murder,23
2017,Johor,Johor Bahru Selatan,Rape,28
2017,Johor,Johor Bahru Selatan,Robbery,735
2017,Johor,Johor Bahru Selatan,Causing injury,170
2017,Johor,Johor Bahru Utara,Murder,8
2017,Johor,Johor Bahru Utara,Rape,16
2017,Johor,Johor Bahru Utara,Robbery,292
2017,Johor,Johor Bahru Utara,Causing injury,96
2017,Johor,Kluang,Murder,1
2017,Johor,Kluang,Rape,24
2017,Johor,Kluang,Robbery,47
2017,Johor,Kluang,Causing injury,45
2017,Johor,Kota Tinggi,Murder,7
2017,Johor,Kota Tinggi,Rape,13
2017,Johor,Kota Tinggi,Robbery,48
2017,Johor,Kota Tinggi,Causing injury,21
2017,Johor,Kulaijaya,Murder,6
2017,Johor,Kulaijaya,Rape,11
2017,Johor,Kulaijaya,Robbery,139
2017,Johor,Kulaijaya,Causing injury,53
2017,Johor,Ledang,Murder,1
2017,Johor,Ledang,Rape,8
2017,Johor,Ledang,Robbery,25
2017,Johor,Ledang,Causing injury,10
2017,Johor,Mersing,Murder,1
2017,Johor,Mersing,Rape,6
2017,Johor,Mersing,Robbery,12
2017,Johor,Mersing,Causing injury,12
2017,Johor,Muar,Murder,2
2017,Johor,Muar,Rape,12
2017,Johor,Muar,Robbery,31
2017,Johor,Muar,Causing injury,19
2017,Johor,Nusajaya,Murder,0
2017,Johor,Nusajaya,Rape,0
2017,Johor,Nusajaya,Robbery,0
2017,Johor,Nusajaya,Causing injury,1
2017,Johor,Pontian,Murder,4
2017,Johor,Pontian,Rape,2
2017,Johor,Pontian,Robbery,25
2017,Johor,Pontian,Causing injury,8
2017,Johor,Segamat,Murder,2
2017,Johor,Segamat,Rape,4
2017,Johor,Segamat,Robbery,24
2017,Johor,Segamat,Causing injury,15
2017,Johor,Seri Alam,Murder,7
2017,Johor,Seri Alam,Rape,40
2017,Johor,Seri Alam,Robbery,137
2017,Johor,Seri Alam,Causing injury,69
2017,Kedah,Baling ,Murder,0
2017,Kedah,Baling ,Rape,11
2017,Kedah,Baling ,Robbery,25
2017,Kedah,Baling ,Causing injury,29
2017,Kedah,Bandar Bharu ,Murder,0
2017,Kedah,Bandar Bharu ,Rape,1
2017,Kedah,Bandar Bharu ,Robbery,8
2017,Kedah,Bandar Bharu ,Causing injury,2
2017,Kedah,Kota Setar ,Murder,3
2017,Kedah,Kota Setar ,Rape,22
2017,Kedah,Kota Setar ,Robbery,72
2017,Kedah,Kota Setar ,Causing injury,68
2017,Kedah,Kuala Muda ,Murder,7
2017,Kedah,Kuala Muda ,Rape,32
2017,Kedah,Kuala Muda ,Robbery,206
2017,Kedah,Kuala Muda ,Causing injury,127
2017,Kedah,Kubang Pasu ,Murder,4
2017,Kedah,Kubang Pasu ,Rape,6
2017,Kedah,Kubang Pasu ,Robbery,48
2017,Kedah,Kubang Pasu ,Causing injury,34
2017,Kedah,Kulim ,Murder,3
2017,Kedah,Kulim ,Rape,22
2017,Kedah,Kulim ,Robbery,84
2017,Kedah,Kulim ,Causing injury,62
2017,Kedah,Langkawi ,Murder,3
2017,Kedah,Langkawi ,Rape,6
2017,Kedah,Langkawi ,Robbery,15
2017,Kedah,Langkawi ,Causing injury,18
2017,Kedah,Padang Terap ,Murder,0
2017,Kedah,Padang Terap ,Rape,7
2017,Kedah,Padang Terap ,Robbery,6
2017,Kedah,Padang Terap ,Causing injury,8
2017,Kedah,Pendang ,Murder,1
2017,Kedah,Pendang ,Rape,3
2017,Kedah,Pendang ,Robbery,16
2017,Kedah,Pendang ,Causing injury,9
2017,Kedah,Sik ,Murder,0
2017,Kedah,Sik ,Rape,1
2017,Kedah,Sik ,Robbery,7
2017,Kedah,Sik ,Causing injury,3
2017,Kedah,Yan ,Murder,0
2017,Kedah,Yan ,Rape,8
2017,Kedah,Yan ,Robbery,5
2017,Kedah,Yan ,Causing injury,4
2017,Kelantan,Bachok,Murder,0
2017,Kelantan,Bachok,Rape,16
2017,Kelantan,Bachok,Robbery,7
2017,Kelantan,Bachok,Causing injury,33
2017,Kelantan,Gua Musang,Murder,2
2017,Kelantan,Gua Musang,Rape,7
2017,Kelantan,Gua Musang,Robbery,8
2017,Kelantan,Gua Musang,Causing injury,17
2017,Kelantan,Jeli,Murder,0
2017,Kelantan,Jeli,Rape,4
2017,Kelantan,Jeli,Robbery,1
2017,Kelantan,Jeli,Causing injury,1
2017,Kelantan,Kota Bharu,Murder,3
2017,Kelantan,Kota Bharu,Rape,28
2017,Kelantan,Kota Bharu,Robbery,101
2017,Kelantan,Kota Bharu,Causing injury,56
2017,Kelantan,Kuala Krai,Murder,1
2017,Kelantan,Kuala Krai,Rape,6
2017,Kelantan,Kuala Krai,Robbery,11
2017,Kelantan,Kuala Krai,Causing injury,26
2017,Kelantan,Machang,Murder,1
2017,Kelantan,Machang,Rape,5
2017,Kelantan,Machang,Robbery,15
2017,Kelantan,Machang,Causing injury,17
2017,Kelantan,Pasir Mas,Murder,1
2017,Kelantan,Pasir Mas,Rape,12
2017,Kelantan,Pasir Mas,Robbery,18
2017,Kelantan,Pasir Mas,Causing injury,25
2017,Kelantan,Pasir Puteh,Murder,1
2017,Kelantan,Pasir Puteh,Rape,8
2017,Kelantan,Pasir Puteh,Robbery,22
2017,Kelantan,Pasir Puteh,Causing injury,30
2017,Kelantan,Tanah Merah,Murder,1
2017,Kelantan,Tanah Merah,Rape,16
2017,Kelantan,Tanah Merah,Robbery,10
2017,Kelantan,Tanah Merah,Causing injury,28
2017,Kelantan,Tumpat,Murder,3
2017,Kelantan,Tumpat,Rape,12
2017,Kelantan,Tumpat,Robbery,28
2017,Kelantan,Tumpat,Causing injury,19
2017,Melaka,Alor Gajah,Murder,1
2017,Melaka,Alor Gajah,Rape,9
2017,Melaka,Alor Gajah,Robbery,47
2017,Melaka,Alor Gajah,Causing injury,23
2017,Melaka,Jasin,Murder,1
2017,Melaka,Jasin,Rape,17
2017,Melaka,Jasin,Robbery,30
2017,Melaka,Jasin,Causing injury,19
2017,Melaka,Melaka Tengah,Murder,5
2017,Melaka,Melaka Tengah,Rape,43
2017,Melaka,Melaka Tengah,Robbery,513
2017,Melaka,Melaka Tengah,Causing injury,134
2017,Negeri Sembilan,Jelebu,Murder,2
2017,Negeri Sembilan,Jelebu,Rape,3
2017,Negeri Sembilan,Jelebu,Robbery,4
2017,Negeri Sembilan,Jelebu,Causing injury,10
2017,Negeri Sembilan,Jempol,Murder,4
2017,Negeri Sembilan,Jempol,Rape,17
2017,Negeri Sembilan,Jempol,Robbery,23
2017,Negeri Sembilan,Jempol,Causing injury,25
2017,Negeri Sembilan,Kuala Pilah,Murder,1
2017,Negeri Sembilan,Kuala Pilah,Rape,4
2017,Negeri Sembilan,Kuala Pilah,Robbery,25
2017,Negeri Sembilan,Kuala Pilah,Causing injury,20
2017,Negeri Sembilan,Nilai,Murder,1
2017,Negeri Sembilan,Nilai,Rape,14
2017,Negeri Sembilan,Nilai,Robbery,188
2017,Negeri Sembilan,Nilai,Causing injury,73
2017,Negeri Sembilan,Port Dickson,Murder,1
2017,Negeri Sembilan,Port Dickson,Rape,13
2017,Negeri Sembilan,Port Dickson,Robbery,45
2017,Negeri Sembilan,Port Dickson,Causing injury,25
2017,Negeri Sembilan,Rembau,Murder,0
2017,Negeri Sembilan,Rembau,Rape,2
2017,Negeri Sembilan,Rembau,Robbery,7
2017,Negeri Sembilan,Rembau,Causing injury,7
2017,Negeri Sembilan,Seremban,Murder,4
2017,Negeri Sembilan,Seremban,Rape,28
2017,Negeri Sembilan,Seremban,Robbery,229
2017,Negeri Sembilan,Seremban,Causing injury,70
2017,Negeri Sembilan,Tampin,Murder,1
2017,Negeri Sembilan,Tampin,Rape,10
2017,Negeri Sembilan,Tampin,Robbery,17
2017,Negeri Sembilan,Tampin,Causing injury,11
2017,Pahang,Bentong,Murder,2
2017,Pahang,Bentong,Rape,7
2017,Pahang,Bentong,Robbery,14
2017,Pahang,Bentong,Causing injury,24
2017,Pahang,Bera,Murder,2
2017,Pahang,Bera,Rape,11
2017,Pahang,Bera,Robbery,16
2017,Pahang,Bera,Causing injury,11
2017,Pahang,Cameron Highland,Murder,0
2017,Pahang,Cameron Highland,Rape,1
2017,Pahang,Cameron Highland,Robbery,2
2017,Pahang,Cameron Highland,Causing injury,10
2017,Pahang,Jerantut,Murder,1
2017,Pahang,Jerantut,Rape,6
2017,Pahang,Jerantut,Robbery,10
2017,Pahang,Jerantut,Causing injury,14
2017,Pahang,Kuala Lipis,Murder,1
2017,Pahang,Kuala Lipis,Rape,5
2017,Pahang,Kuala Lipis,Robbery,2
2017,Pahang,Kuala Lipis,Causing injury,5
2017,Pahang,Kuantan,Murder,4
2017,Pahang,Kuantan,Rape,81
2017,Pahang,Kuantan,Robbery,185
2017,Pahang,Kuantan,Causing injury,54
2017,Pahang,Maran,Murder,0
2017,Pahang,Maran,Rape,13
2017,Pahang,Maran,Robbery,12
2017,Pahang,Maran,Causing injury,11
2017,Pahang,Pekan ,Murder,0
2017,Pahang,Pekan ,Rape,13
2017,Pahang,Pekan ,Robbery,9
2017,Pahang,Pekan ,Causing injury,11
2017,Pahang,Raub,Murder,2
2017,Pahang,Raub,Rape,6
2017,Pahang,Raub,Robbery,2
2017,Pahang,Raub,Causing injury,12
2017,Pahang,Rompin,Murder,2
2017,Pahang,Rompin,Rape,12
2017,Pahang,Rompin,Robbery,10
2017,Pahang,Rompin,Causing injury,18
2017,Pahang,Temerloh,Murder,2
2017,Pahang,Temerloh,Rape,8
2017,Pahang,Temerloh,Robbery,27
2017,Pahang,Temerloh,Causing injury,18
2017,Perak,Batu Gajah,Murder,1
2017,Perak,Batu Gajah,Rape,3
2017,Perak,Batu Gajah,Robbery,12
2017,Perak,Batu Gajah,Causing injury,7
2017,Perak,Gerik,Murder,2
2017,Perak,Gerik,Rape,5
2017,Perak,Gerik,Robbery,3
2017,Perak,Gerik,Causing injury,6
2017,Perak,Hilir Perak,Murder,5
2017,Perak,Hilir Perak,Rape,7
2017,Perak,Hilir Perak,Robbery,49
2017,Perak,Hilir Perak,Causing injury,67
2017,Perak,Ipoh,Murder,9
2017,Perak,Ipoh,Rape,13
2017,Perak,Ipoh,Robbery,307
2017,Perak,Ipoh,Causing injury,121
2017,Perak,Kampar,Murder,2
2017,Perak,Kampar,Rape,3
2017,Perak,Kampar,Robbery,22
2017,Perak,Kampar,Causing injury,9
2017,Perak,Kerian,Murder,4
2017,Perak,Kerian,Rape,2
2017,Perak,Kerian,Robbery,25
2017,Perak,Kerian,Causing injury,8
2017,Perak,Kuala Kangsar,Murder,1
2017,Perak,Kuala Kangsar,Rape,6
2017,Perak,Kuala Kangsar,Robbery,8
2017,Perak,Kuala Kangsar,Causing injury,6
2017,Perak,Manjung,Murder,7
2017,Perak,Manjung,Rape,11
2017,Perak,Manjung,Robbery,50
2017,Perak,Manjung,Causing injury,48
2017,Perak,Pengkalan Hulu,Murder,0
2017,Perak,Pengkalan Hulu,Rape,2
2017,Perak,Pengkalan Hulu,Robbery,0
2017,Perak,Pengkalan Hulu,Causing injury,0
2017,Perak,Perak Tengah,Murder,0
2017,Perak,Perak Tengah,Rape,8
2017,Perak,Perak Tengah,Robbery,9
2017,Perak,Perak Tengah,Causing injury,7
2017,Perak,Selama,Murder,0
2017,Perak,Selama,Rape,1
2017,Perak,Selama,Robbery,1
2017,Perak,Selama,Causing injury,1
2017,Perak,Sungai Siput,Murder,1
2017,Perak,Sungai Siput,Rape,9
2017,Perak,Sungai Siput,Robbery,16
2017,Perak,Sungai Siput,Causing injury,5
2017,Perak,Taiping,Murder,2
2017,Perak,Taiping,Rape,10
2017,Perak,Taiping,Robbery,95
2017,Perak,Taiping,Causing injury,63
2017,Perak,Tanjong Malim,Murder,0
2017,Perak,Tanjong Malim,Rape,3
2017,Perak,Tanjong Malim,Robbery,21
2017,Perak,Tanjong Malim,Causing injury,7
2017,Perak,Tapah,Murder,1
2017,Perak,Tapah,Rape,12
2017,Perak,Tapah,Robbery,12
2017,Perak,Tapah,Causing injury,25
2017,Perak,Tapah,Murder,1
2017,Perak,Tapah,Rape,5
2017,Perak,Tapah,Robbery,27
2017,Perak,Tapah,Causing injury,16
2017,Perlis,Arau,Murder,1
2017,Perlis,Arau,Rape,10
2017,Perlis,Arau,Robbery,18
2017,Perlis,Arau,Causing injury,8
2017,Perlis,Kangar,Murder,0
2017,Perlis,Kangar,Rape,9
2017,Perlis,Kangar,Robbery,28
2017,Perlis,Kangar,Causing injury,27
2017,Perlis,Padang Besar,Murder,1
2017,Perlis,Padang Besar,Rape,11
2017,Perlis,Padang Besar,Robbery,7
2017,Perlis,Padang Besar,Causing injury,12
2017,Pulau Pinang,Barat Daya,Murder,0
2017,Pulau Pinang,Barat Daya,Rape,11
2017,Pulau Pinang,Barat Daya,Robbery,45
2017,Pulau Pinang,Barat Daya,Causing injury,33
2017,Pulau Pinang,Seberang Perai Selatan,Murder,3
2017,Pulau Pinang,Seberang Perai Selatan,Rape,7
2017,Pulau Pinang,Seberang Perai Selatan,Robbery,94
2017,Pulau Pinang,Seberang Perai Selatan,Causing injury,34
2017,Pulau Pinang,Seberang Perai Tengah ,Murder,6
2017,Pulau Pinang,Seberang Perai Tengah ,Rape,35
2017,Pulau Pinang,Seberang Perai Tengah ,Robbery,230
2017,Pulau Pinang,Seberang Perai Tengah ,Causing injury,51
2017,Pulau Pinang,Seberang Perai Utara ,Murder,2
2017,Pulau Pinang,Seberang Perai Utara ,Rape,14
2017,Pulau Pinang,Seberang Perai Utara ,Robbery,90
2017,Pulau Pinang,Seberang Perai Utara ,Causing injury,53
2017,Pulau Pinang,Timur Laut,Murder,6
2017,Pulau Pinang,Timur Laut,Rape,13
2017,Pulau Pinang,Timur Laut,Robbery,247
2017,Pulau Pinang,Timur Laut,Causing injury,104
2017,Sabah,Beaufort,Murder,0
2017,Sabah,Beaufort,Rape,14
2017,Sabah,Beaufort,Robbery,3
2017,Sabah,Beaufort,Causing injury,5
2017,Sabah,Beluran,Murder,2
2017,Sabah,Beluran,Rape,12
2017,Sabah,Beluran,Robbery,4
2017,Sabah,Beluran,Causing injury,3
2017,Sabah,Keningau,Murder,2
2017,Sabah,Keningau,Rape,11
2017,Sabah,Keningau,Robbery,10
2017,Sabah,Keningau,Causing injury,16
2017,Sabah,Kota Belud,Murder,2
2017,Sabah,Kota Belud,Rape,11
2017,Sabah,Kota Belud,Robbery,6
2017,Sabah,Kota Belud,Causing injury,14
2017,Sabah,Kota Kinabalu,Murder,3
2017,Sabah,Kota Kinabalu,Rape,32
2017,Sabah,Kota Kinabalu,Robbery,82
2017,Sabah,Kota Kinabalu,Causing injury,34
2017,Sabah,Kota Kinabatangan,Murder,2
2017,Sabah,Kota Kinabatangan,Rape,9
2017,Sabah,Kota Kinabatangan,Robbery,1
2017,Sabah,Kota Kinabatangan,Causing injury,2
2017,Sabah,Kota Marudu,Murder,0
2017,Sabah,Kota Marudu,Rape,6
2017,Sabah,Kota Marudu,Robbery,2
2017,Sabah,Kota Marudu,Causing injury,8
2017,Sabah,Kudat,Murder,1
2017,Sabah,Kudat,Rape,6
2017,Sabah,Kudat,Robbery,1
2017,Sabah,Kudat,Causing injury,6
2017,Sabah,Kunak,Murder,0
2017,Sabah,Kunak,Rape,2
2017,Sabah,Kunak,Robbery,3
2017,Sabah,Kunak,Causing injury,3
2017,Sabah,Lahad Datu,Murder,2
2017,Sabah,Lahad Datu,Rape,9
2017,Sabah,Lahad Datu,Robbery,16
2017,Sabah,Lahad Datu,Causing injury,21
2017,Sabah,Papar,Murder,1
2017,Sabah,Papar,Rape,2
2017,Sabah,Papar,Robbery,12
2017,Sabah,Papar,Causing injury,10
2017,Sabah,Penampang,Murder,1
2017,Sabah,Penampang,Rape,21
2017,Sabah,Penampang,Robbery,26
2017,Sabah,Penampang,Causing injury,27
2017,Sabah,Ranau,Murder,3
2017,Sabah,Ranau,Rape,7
2017,Sabah,Ranau,Robbery,1
2017,Sabah,Ranau,Causing injury,5
2017,Sabah,Sandakan,Murder,3
2017,Sabah,Sandakan,Rape,11
2017,Sabah,Sandakan,Robbery,55
2017,Sabah,Sandakan,Causing injury,17
2017,Sabah,Semporna,Murder,1
2017,Sabah,Semporna,Rape,10
2017,Sabah,Semporna,Robbery,6
2017,Sabah,Semporna,Causing injury,21
2017,Sabah,Sipitang,Murder,1
2017,Sabah,Sipitang,Rape,4
2017,Sabah,Sipitang,Robbery,0
2017,Sabah,Sipitang,Causing injury,1
2017,Sabah,Tawau,Murder,9
2017,Sabah,Tawau,Rape,21
2017,Sabah,Tawau,Robbery,44
2017,Sabah,Tawau,Causing injury,23
2017,Sabah,Tenom,Murder,0
2017,Sabah,Tenom,Rape,7
2017,Sabah,Tenom,Robbery,0
2017,Sabah,Tenom,Causing injury,4
2017,Sabah,Tuaran,Murder,2
2017,Sabah,Tuaran,Rape,11
2017,Sabah,Tuaran,Robbery,4
2017,Sabah,Tuaran,Causing injury,4
2017,W.P. Labuan,W.P. Labuan,Murder,1
2017,W.P. Labuan,W.P. Labuan,Rape,5
2017,W.P. Labuan,W.P. Labuan,Robbery,8
2017,W.P. Labuan,W.P. Labuan,Causing injury,6
2017,Sarawak,Sarawak,Murder,27
2017,Sarawak,Sarawak,Rape,150
2017,Sarawak,Sarawak,Robbery,331
2017,Sarawak,Sarawak,Causing injury,368
2017,Sarawak,Bau,Murder,0
2017,Sarawak,Bau,Rape,2
2017,Sarawak,Bau,Robbery,3
2017,Sarawak,Bau,Causing injury,4
2017,Sarawak,Belaga,Murder,0
2017,Sarawak,Belaga,Rape,2
2017,Sarawak,Belaga,Robbery,0
2017,Sarawak,Belaga,Causing injury,4
2017,Sarawak,Betong,Murder,0
2017,Sarawak,Betong,Rape,7
2017,Sarawak,Betong,Robbery,4
2017,Sarawak,Betong,Causing injury,7
2017,Sarawak,Bintulu,Murder,2
2017,Sarawak,Bintulu,Rape,12
2017,Sarawak,Bintulu,Robbery,28
2017,Sarawak,Bintulu,Causing injury,21
2017,Sarawak,Dalat,Murder,0
2017,Sarawak,Dalat,Rape,4
2017,Sarawak,Dalat,Robbery,1
2017,Sarawak,Dalat,Causing injury,2
2017,Sarawak,Julau,Murder,0
2017,Sarawak,Julau,Rape,1
2017,Sarawak,Julau,Robbery,1
2017,Sarawak,Julau,Causing injury,3
2017,Sarawak,Kanowit,Murder,0
2017,Sarawak,Kanowit,Rape,4
2017,Sarawak,Kanowit,Robbery,0
2017,Sarawak,Kanowit,Causing injury,1
2017,Sarawak,Kapit,Murder,2
2017,Sarawak,Kapit,Rape,3
2017,Sarawak,Kapit,Robbery,0
2017,Sarawak,Kapit,Causing injury,6
2017,Sarawak,Kota Samarahan,Murder,1
2017,Sarawak,Kota Samarahan,Rape,4
2017,Sarawak,Kota Samarahan,Robbery,21
2017,Sarawak,Kota Samarahan,Causing injury,19
2017,Sarawak,Kuching,Murder,2
2017,Sarawak,Kuching,Rape,15
2017,Sarawak,Kuching,Robbery,83
2017,Sarawak,Kuching,Causing injury,80
2017,Sarawak,Lawas,Murder,0
2017,Sarawak,Lawas,Rape,1
2017,Sarawak,Lawas,Robbery,1
2017,Sarawak,Lawas,Causing injury,2
2017,Sarawak,Limbang,Murder,1
