Year,State,Contingent/ PDRM District,Type of Crime,Number of Crime
2018,Sarawak,Lubok Antu,Rape,3
2018,Sarawak,Lubok Antu,Robbery,0
2018,Sarawak,Lubok Antu,Causing injury,2
2018,Sarawak,Lundu,Murder,0
2018,Sarawak,Lundu,Rape,2
2018,Sarawak,Lundu,Robbery,0
2018,Sarawak,Lundu,Causing injury,7
2018,Sarawak,Marudi,Murder,1
2018,Sarawak,Marudi,Rape,2
2018,Sarawak,Marudi,Robbery,1
2018,Sarawak,Marudi,Causing injury,85
2018,Sarawak,Matu Daro ,Murder,0
2018,Sarawak,Matu Daro ,Rape,0
2018,Sarawak,Matu Daro ,Robbery,1
2018,Sarawak,Matu Daro ,Causing injury,9
2018,Sarawak,Meradong,Murder,0
2018,Sarawak,Meradong,Rape,1
2018,Sarawak,Meradong,Robbery,2
2018,Sarawak,Meradong,Causing injury,27
2018,Sarawak,Miri,Murder,3
2018,Sarawak,Miri,Rape,20
2018,Sarawak,Miri,Robbery,50
2018,Sarawak,Miri,Causing injury,1
2018,Sarawak,Mukah,Murder,0
2018,Sarawak,Mukah,Rape,3
2018,Sarawak,Mukah,Robbery,4
2018,Sarawak,Mukah,Causing injury,6
2018,Sarawak,Padawan,Murder,0
2018,Sarawak,Padawan,Rape,13
2018,Sarawak,Padawan,Robbery,42
2018,Sarawak,Padawan,Causing injury,5
2018,Sarawak,Saratok,Murder,1
2018,Sarawak,Saratok,Rape,2
2018,Sarawak,Saratok,Robbery,3
2018,Sarawak,Saratok,Causing injury,5
2018,Sarawak,Sarikei,Murder,0
2018,Sarawak,Sarikei,Rape,4
2018,Sarawak,Sarikei,Robbery,5
2018,Sarawak,Sarikei,Causing injury,0
2018,Sarawak,Serian,Murder,1
2018,Sarawak,Serian,Rape,4
2018,Sarawak,Serian,Robbery,12
2018,Sarawak,Serian,Causing injury,1
2018,Sarawak,Sibu,Murder,4
2018,Sarawak,Sibu,Rape,20
2018,Sarawak,Sibu,Robbery,39
2018,Sarawak,Sibu,Causing injury,8
2018,Sarawak,Simunjan,Murder,0
2018,Sarawak,Simunjan,Rape,5
2018,Sarawak,Simunjan,Robbery,2
2018,Sarawak,Simunjan,Causing injury,2
2018,Sarawak,Song,Murder,0
2018,Sarawak,Song,Rape,0
2018,Sarawak,Song,Robbery,0
2018,Sarawak,Song,Causing injury,2
2018,Sarawak,Sri Aman,Murder,1
2018,Sarawak,Sri Aman,Rape,11
2018,Sarawak,Sri Aman,Robbery,3
2018,Sarawak,Sri Aman,Causing injury,11
2018,Sarawak,Tatau,Murder,1
2018,Sarawak,Tatau,Rape,1
2018,Sarawak,Tatau,Robbery,1
2018,Sarawak,Tatau,Causing injury,1
2018,Selangor,Ampang Jaya ,Murder,5
2018,Selangor,Ampang Jaya ,Rape,26
2018,Selangor,Ampang Jaya ,Robbery,444
2018,Selangor,Ampang Jaya ,Causing injury,96
2018,Selangor,Gombak,Murder,7
2018,Selangor,Gombak,Rape,37
2018,Selangor,Gombak,Robbery,439
2018,Selangor,Gombak,Causing injury,80
2018,Selangor,Hulu Selangor,Murder,2
2018,Selangor,Hulu Selangor,Rape,31
2018,Selangor,Hulu Selangor,Robbery,37
2018,Selangor,Hulu Selangor,Causing injury,28
2018,Selangor,Kajang,Murder,19
2018,Selangor,Kajang,Rape,29
2018,Selangor,Kajang,Robbery,339
2018,Selangor,Kajang,Causing injury,110
2018,Selangor,Klang Selatan,Murder,10
2018,Selangor,Klang Selatan,Rape,21
2018,Selangor,Klang Selatan,Robbery,374
2018,Selangor,Klang Selatan,Causing injury,97
2018,Selangor,Klang Utara,Murder,6
2018,Selangor,Klang Utara,Rape,12
2018,Selangor,Klang Utara,Robbery,159
2018,Selangor,Klang Utara,Causing injury,96
2018,Selangor,Kuala Langat,Murder,5
2018,Selangor,Kuala Langat,Rape,8
2018,Selangor,Kuala Langat,Robbery,58
2018,Selangor,Kuala Langat,Causing injury,58
2018,Selangor,Kuala Selangor,Murder,3
2018,Selangor,Kuala Selangor,Rape,12
2018,Selangor,Kuala Selangor,Robbery,41
2018,Selangor,Kuala Selangor,Causing injury,22
2018,Selangor,Petaling Jaya,Murder,13
2018,Selangor,Petaling Jaya,Rape,30
2018,Selangor,Petaling Jaya,Robbery,574
2018,Selangor,Petaling Jaya,Causing injury,128
2018,Selangor,Sabak Bernam,Murder,1
2018,Selangor,Sabak Bernam,Rape,7
2018,Selangor,Sabak Bernam,Robbery,19
2018,Selangor,Sabak Bernam,Causing injury,29
2018,Selangor,Sepang,Murder,3
2018,Selangor,Sepang,Rape,26
2018,Selangor,Sepang,Robbery,86
2018,Selangor,Sepang,Causing injury,54
2018,Selangor,Serdang,Murder,6
2018,Selangor,Serdang,Rape,12
2018,Selangor,Serdang,Robbery,305
2018,Selangor,Serdang,Causing injury,52
2018,Selangor,Sg. Buloh,Murder,2
2018,Selangor,Sg. Buloh,Rape,15
2018,Selangor,Sg. Buloh,Robbery,143
2018,Selangor,Sg. Buloh,Causing injury,59
2018,Selangor,Shah Alam,Murder,4
2018,Selangor,Shah Alam,Rape,8
2018,Selangor,Shah Alam,Robbery,98
2018,Selangor,Shah Alam,Causing injury,28
2018,Selangor,Subang Jaya,Murder,5
2018,Selangor,Subang Jaya,Rape,20
2018,Selangor,Subang Jaya,Robbery,164
2018,Selangor,Subang Jaya,Causing injury,56
2018,Terengganu,Besut,Murder,0
2018,Terengganu,Besut,Rape,12
2018,Terengganu,Besut,Robbery,23
2018,Terengganu,Besut,Causing injury,30
2018,Terengganu,Dungun,Murder,0
2018,Terengganu,Dungun,Rape,5
2018,Terengganu,Dungun,Robbery,9
2018,Terengganu,Dungun,Causing injury,27
2018,Terengganu,Hulu Terengganu,Murder,0
2018,Terengganu,Hulu Terengganu,Rape,6
2018,Terengganu,Hulu Terengganu,Robbery,10
2018,Terengganu,Hulu Terengganu,Causing injury,10
2018,Terengganu,Kemaman,Murder,0
2018,Terengganu,Kemaman,Rape,14
2018,Terengganu,Kemaman,Robbery,20
2018,Terengganu,Kemaman,Causing injury,14
2018,Terengganu,Kuala Terengganu,Murder,1
2018,Terengganu,Kuala Terengganu,Rape,12
2018,Terengganu,Kuala Terengganu,Robbery,27
2018,Terengganu,Kuala Terengganu,Causing injury,21
2018,Terengganu,Marang,Murder,1
2018,Terengganu,Marang,Rape,8
2018,Terengganu,Marang,Robbery,6
2018,Terengganu,Marang,Causing injury,11
2018,Terengganu,Setiu,Murder,0
2018,Terengganu,Setiu,Rape,6
2018,Terengganu,Setiu,Robbery,7
2018,Terengganu,Setiu,Causing injury,11
2018,W.P. Kuala Lumpur,Brickfields ,Murder,3
2018,W.P. Kuala Lumpur,Brickfields ,Rape,20
2018,W.P. Kuala Lumpur,Brickfields ,Robbery,324
2018,W.P. Kuala Lumpur,Brickfields ,Causing injury,71
2018,W.P. Kuala Lumpur,Cheras ,Murder,3
2018,W.P. Kuala Lumpur,Cheras ,Rape,27
2018,W.P. Kuala Lumpur,Cheras ,Robbery,176
2018,W.P. Kuala Lumpur,Cheras ,Causing injury,73
2018,W.P. Kuala Lumpur,Dang Wangi ,Murder,8
2018,W.P. Kuala Lumpur,Dang Wangi ,Rape,23
2018,W.P. Kuala Lumpur,Dang Wangi ,Robbery,1211
2018,W.P. Kuala Lumpur,Dang Wangi ,Causing injury,112
2018,W.P. Kuala Lumpur,Sentul ,Murder,12
2018,W.P. Kuala Lumpur,Sentul ,Rape,24
2018,W.P. Kuala Lumpur,Sentul ,Robbery,9
2018,W.P. Kuala Lumpur,Sentul ,Causing injury,163
2018,W.P. Kuala Lumpur,Wangsa Maju ,Murder,7
2018,W.P. Kuala Lumpur,Wangsa Maju ,Rape,16
2018,W.P. Kuala Lumpur,Wangsa Maju ,Robbery,460
2018,W.P. Kuala Lumpur,Wangsa Maju ,Causing injury,95
2018,W.P. Putrajaya ,W.P. Putrajaya ,Murder,0
2018,W.P. Putrajaya ,W.P. Putrajaya ,Rape,2
2018,W.P. Putrajaya ,W.P. Putrajaya ,Robbery,292
2018,W.P. Putrajaya ,W.P. Putrajaya ,Causing injury,6
